direction,target_price,target_time,predicted_range,predicted_duration,actual_end_price,actual_end_time,actual_direction,actual_range,actual_duration,price_error,price_error_pct,range_error,duration_error,start_time,start_price
Up,4384.778109073639,2026-01-02 07:12:41.873416900,12.382707595825195,10.697890281677246,4380.16,2026-01-02 07:11:00,Up,9.029999999999745,9.0,4.6181090736390615,0.10543242880714544,3.35270759582545,1.697890281677246,2026-01-02 07:02:00,4371.13
Down,4373.790221862793,2026-01-02 07:39:14.508705139,9.612022399902344,28.241811752319336,4375.3,2026-01-02 07:20:00,Down,4.859999999999673,9.0,1.509778137206922,0.03450684838084068,4.752022399902671,19.241811752319336,2026-01-02 07:11:00,4380.16
Up,4382.906148707867,2026-01-02 07:36:04.088859558,6.563031196594238,16.068147659301758,4380.14,2026-01-02 07:23:00,Up,4.8400000000001455,3.0,2.766148707866705,0.06315206152923662,1.7230311965940928,13.068147659301758,2026-01-02 07:20:00,4375.3
Down,4374.417721135616,2026-01-02 07:35:00.608310699,7.326511383056641,12.010138511657715,4377.88,2026-01-02 07:42:00,Down,2.2600000000002183,19.0,3.462278864383734,0.079085741600586,5.066511383056422,6.989861488342285,2026-01-02 07:23:00,4380.14
Up,4388.736230230332,2026-01-02 08:31:21.408004760,9.174507141113281,49.3568000793457,4381.72,2026-01-02 07:55:00,Up,3.8400000000001455,13.0,7.01623023033153,0.16012502465542136,5.334507141113136,36.3568000793457,2026-01-02 07:42:00,4377.88
Down,4376.056509811879,2026-01-02 08:02:48.572216033,8.698486328125,7.809536933898926,4373.8,2026-01-02 08:16:00,Down,7.920000000000073,21.0,2.256509811878459,0.05159151794500112,0.7784863281249272,13.190463066101074,2026-01-02 07:55:00,4381.72
Up,4386.673827910424,2026-01-02 08:25:05.625514984,5.502148628234863,9.093758583068848,4379.99,2026-01-02 08:29:00,Up,6.1899999999996,13.0,6.683827910424043,0.15259915914018166,0.6878513717647365,3.9062414169311523,2026-01-02 08:16:00,4373.8
Down,4374.058018628359,2026-01-02 08:56:03.229980468,9.106904983520508,27.0538330078125,4372.22,2026-01-02 09:10:00,Down,7.769999999999527,41.0,1.8380186283584408,0.0420385668689691,1.3369049835209807,13.9461669921875,2026-01-02 08:29:00,4379.99
Up,4379.740528123379,2026-01-02 09:26:47.858734130,7.928801536560059,16.797645568847656,4378.0,2026-01-02 09:14:00,Up,5.779999999999745,4.0,1.740528123378681,0.0397562385422266,2.1488015365603133,12.797645568847656,2026-01-02 09:10:00,4372.22
Down,4371.05222928524,2026-01-02 09:31:34.448204040,11.917786598205566,17.57413673400879,4371.97,2026-01-02 09:24:00,Down,6.029999999999745,10.0,0.9177707147600813,0.020992154904084,5.887786598205821,7.574136734008789,2026-01-02 09:14:00,4378.0
Up,4381.97820874095,2026-01-02 09:35:55.153312683,14.511914253234863,11.919221878051758,4380.72,2026-01-02 09:37:00,Up,8.75,13.0,1.2582087409500673,0.028721505618940886,5.761914253234863,1.0807781219482422,2026-01-02 09:24:00,4371.97
Down,4372.153461799622,2026-01-02 09:59:05.421981811,8.993841171264648,22.09036636352539,4375.33,2026-01-02 09:45:00,Down,5.390000000000327,8.0,3.176538200377763,0.07260111123910112,3.603841171264321,14.09036636352539,2026-01-02 09:37:00,4380.72
Up,4388.456081798076,2026-01-02 10:02:39.444808959,5.72111701965332,17.657413482666016,4386.76,2026-01-02 10:12:00,Up,11.430000000000291,27.0,1.696081798076193,0.038663656048568716,5.708882980346971,9.342586517333984,2026-01-02 09:45:00,4375.33
